903,910,812,849,862,520
942,831,718,757,726,351
345,306,714,822,816,791
958,859,712,767,795,931
617,488,723,824,806,588
655,510,730,847,913,496
984,932,852,862,877,589
988,941,857,864,885,563
959,844,667,705,758,933
792,776,684,841,911,988
413,411,743,852,914,491
946,793,708,823,807,356
982,924,845,858,908,991
358,385,701,769,897,600
896,908,809,846,860,510
811,807,677,817,807,591
374,399,711,780,904,760
806,830,735,825,785,450
238,764,697,746,869,990
938,807,744,759,829,854
986,938,851,859,880,547
803,810,750,849,890,631
896,906,807,845,858,506
221,317,712,838,905,742
349,305,717,829,848,794
621,489,732,831,828,618
983,929,838,864,911,992
982,928,859,864,910,993
627,575,739,838,912,505
382,810,744,828,843,987
793,814,700,842,905,986
940,809,784,854,915,871
949,790,737,848,911,480
797,798,646,773,907,989
947,789,685,751,900,428
88,837,507,721,877,965
983,925,844,858,908,993
900,840,640,701,738,573
188,218,702,840,909,792
407,411,736,849,910,417
425,439,707,805,795,369
295,806,752,807,884,993
890,808,634,742,869,617
902,899,780,822,844,481
987,941,863,872,888,567
982,924,845,857,907,991
460,381,703,725,776,833
288,790,655,721,752,938
395,832,723,786,882,992
361,313,734,845,906,562
897,901,784,825,847,491
902,832,664,859,789,588
983,928,859,875,913,993
258,780,743,843,882,989
937,797,760,845,908,848
904,859,720,872,870,527
384,406,741,847,911,761
380,322,737,848,911,616
378,404,725,825,841,754
173,708,648,822,875,986
1000,969,947,930,930,964
388,821,722,782,882,992
340,874,693,746,790,966
365,320,709,782,905,647
893,899,779,821,844,477
934,794,737,817,816,822
939,811,779,849,910,853
389,399,731,848,917,485
892,910,812,848,862,518
985,935,847,854,875,534
387,413,713,808,837,650
782,800,646,816,825,985
886,883,757,804,829,448
986,935,854,863,880,545
305,820,747,810,885,992
800,800,657,801,753,407
187,724,663,730,820,986
984,934,855,881,917,992
792,607,751,852,878,549
794,736,611,791,736,391
985,934,853,863,878,561
1000,967,898,927,924,962
984,935,866,882,917,992
354,783,688,828,876,988
99,837,535,734,888,966
782,726,593,751,905,987
981,921,848,852,904,991
903,896,796,835,850,496
937,809,710,782,906,859
949,800,772,838,831,400
982,930,852,867,912,992
984,935,867,883,918,993
81,837,504,720,875,965
951,799,763,853,912,497
896,854,758,879,871,535
936,809,762,826,829,832
809,790,706,792,886,623
937,807,736,839,909,847
785,729,598,753,905,988
958,836,706,746,776,932
954,802,806,867,919,603
936,788,715,838,911,859
372,800,720,798,879,987
793,707,529,719,869,480
906,843,743,858,807,604
906,860,723,866,876,636
949,800,725,774,902,450
239,765,689,747,869,991
794,809,683,824,857,987
386,827,716,780,878,991
474,391,743,828,839,837
337,775,662,719,790,985
793,817,689,846,908,988
445,437,721,819,847,854
366,398,742,846,912,763
983,929,860,876,914,992
376,394,711,828,850,448
418,434,714,814,835,542
416,852,773,823,889,992
959,861,734,769,797,933
310,353,708,827,908,619
899,906,808,845,859,507
982,923,844,858,907,991
949,794,751,752,822,521
380,806,739,841,883,988
935,787,664,763,903,855
933,785,641,742,896,832
331,768,650,797,805,986
579,458,717,842,870,603
440,429,734,833,910,630
905,848,701,863,800,595
250,321,705,843,914,478
173,857,691,785,893,966
794,756,654,823,879,511
897,897,795,835,848,487
885,844,732,796,874,627
619,565,708,783,910,569
982,922,841,856,907,991
336,360,716,833,914,667
192,719,662,825,879,988
798,803,739,846,887,531
418,847,773,824,892,994
397,408,716,827,820,342
361,307,736,849,914,792
226,764,723,821,838,988
395,418,727,834,916,647
403,363,758,857,919,955
939,796,767,850,914,863
371,401,718,818,806,733
899,886,762,807,832,456
950,802,764,751,784,352
959,845,662,704,757,932
389,336,736,843,889,838
782,604,723,844,873,487
287,792,653,721,749,926
958,858,730,767,795,932
241,264,731,848,911,952
796,818,700,846,911,987
934,803,705,809,807,826
422,854,763,826,891,992
985,935,845,853,874,567
788,611,708,769,843,481
914,870,773,881,870,545
941,843,667,756,860,489
286,791,655,723,754,938
951,801,753,840,855,549
375,396,736,843,906,617
288,359,703,831,909,491
982,927,869,873,913,992
620,482,711,778,849,623
953,801,806,865,920,603
234,243,716,844,910,613
985,935,845,854,874,538
985,935,841,851,872,527
984,929,861,876,914,992
986,937,858,869,884,556
938,808,757,796,904,847
959,859,737,768,797,934
813,837,758,852,888,546
309,356,704,831,909,852
616,482,702,765,840,598
790,810,682,752,843,987
131,852,645,713,778,964
413,845,769,821,890,993
791,602,756,851,878,549
899,907,807,845,859,506
361,788,698,832,882,987
935,792,714,735,816,849
811,816,707,839,888,631
444,430,720,812,838,655
400,403,707,786,907,474
575,538,713,834,911,491
952,801,773,774,835,535
456,443,741,843,915,857
341,873,698,755,824,966
293,792,655,723,754,936
931,784,654,796,788,816
337,874,687,742,794,966
397,360,753,854,913,954
985,935,844,853,874,581
423,438,733,840,914,595
375,322,722,828,841,592
209,229,708,839,905,550
234,751,686,743,869,992
360,881,721,801,899,969
466,391,736,818,816,826
789,620,731,827,807,458
935,800,674,711,806,848
421,855,761,824,891,993
151,853,660,732,814,965
230,260,716,832,852,953
184,861,691,786,893,967
983,934,876,881,918,993
481,391,758,848,891,848
395,418,726,830,912,665
936,806,720,820,845,854
901,901,783,826,848,486
940,808,764,807,909,863
329,368,715,837,913,854
611,453,702,842,912,476
292,804,750,805,883,992
443,423,706,778,907,667
939,811,770,835,858,858
627,485,749,850,878,630
156,857,673,775,881,965
901,838,707,754,757,579
951,802,781,804,907,479
328,867,608,755,880,967
370,393,723,827,842,636
902,896,796,836,849,488
783,764,671,836,904,986
960,860,729,769,797,933
201,221,710,845,913,794
623,488,701,841,911,490
357,787,691,783,874,987
898,898,799,837,852,494
982,927,868,872,912,992
186,862,687,782,881,967
953,802,787,813,912,584
983,930,854,869,914,991
988,938,861,870,886,563
650,517,709,824,839,462
958,833,691,744,773,930
336,758,611,755,874,986
791,617,735,833,828,523
249,771,689,753,873,991
898,883,756,803,827,446
349,308,714,819,807,508
627,483,747,849,878,629
938,791,740,793,908,859
985,937,858,869,883,568
208,247,706,826,821,950
356,327,706,810,805,822
987,936,855,865,880,549
392,357,741,839,858,953
430,428,706,807,809,840
393,831,720,785,881,991
304,819,747,810,884,992
432,443,730,836,910,507
331,752,597,746,871,986
905,860,735,776,771,589
789,767,674,837,905,988
396,424,735,836,916,651
958,834,708,744,774,931
367,396,703,768,897,740
239,326,718,842,911,761
812,814,696,831,883,535
575,537,722,839,916,577
951,796,788,858,913,504
951,798,738,788,909,570
953,800,770,857,918,594
920,841,728,793,868,508
982,928,861,864,910,993
982,930,851,868,913,992
296,816,743,807,882,991
417,853,760,823,889,992
809,825,728,800,887,622
810,804,734,833,819,602
295,793,654,724,755,938
383,399,723,845,911,413
383,407,736,843,907,747
819,841,765,855,893,640
323,865,620,761,890,967
384,354,734,833,833,952
348,775,667,804,832,987
982,927,866,871,912,992
312,864,600,749,879,965
354,307,731,844,909,793
933,828,689,870,868,515
957,832,707,744,774,931
792,715,560,732,881,606
783,800,645,816,826,985
951,795,771,803,910,575
804,793,629,757,883,612
227,759,717,836,878,986
986,940,861,873,887,560
391,830,719,783,880,991
298,816,762,808,882,991
252,773,692,755,874,991
934,788,702,832,905,842
843,850,775,876,876,646
959,859,733,769,796,932
939,810,745,844,913,862
986,939,858,869,884,556
781,599,729,847,876,544
944,836,740,871,767,420
379,348,717,782,905,954
243,768,685,749,870,990
445,454,734,841,914,598
577,460,701,825,821,612
381,399,742,848,912,658
951,790,748,852,916,586
375,397,707,820,819,334
411,410,743,853,915,487
901,901,783,826,847,484
802,750,634,807,798,585
362,389,718,821,808,577
404,363,758,856,917,956
959,836,712,747,777,933
983,933,874,880,916,993
897,895,794,834,848,484
620,570,725,819,847,547
377,334,730,838,885,832
424,435,705,784,910,580
889,865,753,809,875,633
982,923,824,832,856,489
629,575,746,846,918,588
135,850,651,716,775,964
984,931,854,870,913,992
891,887,764,808,833,464
105,840,538,735,887,966
985,935,854,864,879,541
419,853,761,824,889,992
372,332,716,820,832,834
241,319,701,840,909,399
795,816,702,844,909,987
388,828,733,782,880,992
949,788,703,771,907,560
949,795,710,726,809,514
448,438,733,836,911,854
896,886,762,807,833,457
767,732,602,805,814,984
951,807,791,845,842,426
799,812,690,737,722,381
779,758,649,730,838,986
984,936,869,884,919,993
985,929,833,840,864,507
819,831,686,862,747,385
789,775,680,841,910,987
900,909,811,847,861,515
985,932,840,845,869,519
795,763,670,832,886,620
946,858,761,874,779,444
292,792,653,723,752,930
371,318,707,781,904,608
984,936,867,883,919,993
901,899,780,823,845,480
796,819,702,795,903,987
